,title,year,vote_count,vote_average,popularity,genres,weighted_rating,tagline,overview,id,poster_path,description,cast,crew,keywords,mixed_credits
713,The English Patient,1996,559,7,15.564161,"['Drama', 'Romance', 'War']",6.232915538554306,"In love, there are no boundaries.","Beginning in the 1930s, ""The English Patient"" tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash.",409,/niqc0v3Lclh99Mmmxm49qZTIo2e.jpg,"Beginning in the 1930s, ""The English Patient"" tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash.In love, there are no boundaries.","['ralphfiennes', 'juliettebinoche', 'willemdafoe']",['anthonyminghella'],"['cairo', 'egypt', 'ident', 'amnesia', 'worldwarii', 'burn', 'landmin', 'expedit', 'cave', 'sandstorm', 'royalgeographicsocieti', 'cavepaint', 'prisonersofwar', 'map', 'mineclear', 'hear', 'desertscientist', 'intellig', 'traitor', 'muralpaint', 'airplan', 'secretlov']",Drama Romance War ralphfiennes juliettebinoche willemdafoe anthonyminghella anthonyminghella anthonyminghella cairo egypt ident amnesia worldwarii burn landmin expedit cave sandstorm royalgeographicsocieti cavepaint prisonersofwar map mineclear hear desertscientist intellig traitor muralpaint airplan secretlov
714,Wall Street,1987,557,7,11.672701,"['Crime', 'Drama']",6.23136743671486,Every dream has a price.,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.",10673,/fC9zRkJjgemBEmubrZaWXtC4FcN.jpg,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.Every dream has a price.","['charliesheen', 'michaeldouglas', 'martinsheen']",['oliverstone'],"['power', 'fraud', 'broker', 'wallstreet', 'financ', 'lawyer', 'union', 'millionair', 'stockbrok']",Crime Drama charliesheen michaeldouglas martinsheen oliverstone oliverstone oliverstone power fraud broker wallstreet financ lawyer union millionair stockbrok
715,Men of Honor,2000,556,7,7.177649,['Drama'],6.2305910401862885,History is made by those who break the rules.,"Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor.",11978,/4mCuFJ0r3lV1A8Vj5tq6O9aBpjZ.jpg,"Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor.History is made by those who break the rules.","['robertdeniro', 'cubagoodingjr.', 'charlizetheron']","['georgetillman,jr.']","['dive', 'u.s.navi']","Drama robertdeniro cubagoodingjr. charlizetheron georgetillman,jr. georgetillman,jr. georgetillman,jr. dive u.s.navi"
716,Ong-Bak: The Thai Warrior,2003,556,7,7.89916,"['Action', 'Thriller']",6.2305910401862885,No computer graphics. No stunt doubles. No wires.,"When the head of a statue sacred to a village is stolen, a young martial artist goes to the big city and finds himself taking on the underworld to retrieve it.",9316,/vQbKObXMIxBTuNYz8Ld0YJ8oc69.jpg,"When the head of a statue sacred to a village is stolen, a young martial artist goes to the big city and finds himself taking on the underworld to retrieve it.No computer graphics. No stunt doubles. No wires.","['tonyjaa', 'petchtaiwongkamlao', 'pumwareeyodkamol']",['prachyapinkaew'],"['martialart', 'thailand', 'scupltur', 'fighter', 'fate']",Action Thriller tonyjaa petchtaiwongkamlao pumwareeyodkamol prachyapinkaew prachyapinkaew prachyapinkaew martialart thailand scupltur fighter fate
717,The Bridge on the River Kwai,1957,554,7,8.851646,"['Drama', 'History', 'War']",6.2290335321704715,It spans a whole new world of entertainment!,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",826,/vtPR6tSHeu35rF6qTDw3Yjr9eDg.jpg,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.It spans a whole new world of entertainment!","['williamholden', 'alecguinness', 'jackhawkins']",['davidlean'],"['japan', 'resist', 'japanes', 'river', 'prisonersofwar', 'thailand', 'bridg', 'offic']",Drama History War williamholden alecguinness jackhawkins davidlean davidlean davidlean japan resist japanes river prisonersofwar thailand bridg offic
718,The Chorus,2004,553,7,14.758133,['Drama'],6.228252411129104,,"Set in 1940's France, a new teacher at a school for disruptive boys gives hope and inspiration.",5528,/8nxYEvYYRYNF9JY32eDLgJlZdpl.jpg,"Set in 1940's France, a new teacher at a school for disruptive boys gives hope and inspiration.","['gérardjugnot', 'françoisberléand', 'kadmerad']",['christophebarratier'],"['penalti', 'choir', 'diari', 'music', ""boy'schoir"", 'dormitori', 'music', 'boardingschool', 'children', 'princip', ""boys'boardingschool"", '1940s']",Drama gérardjugnot françoisberléand kadmerad christophebarratier christophebarratier christophebarratier penalti choir diari music boy'schoir dormitori music boardingschool children princip boys'boardingschool 1940s
719,Letters from Iwo Jima,2006,553,7,11.649588,"['Action', 'Adventure', 'Drama', 'War']",6.228252411129104,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",1251,/nWJJqOryTQOmVXvKUkLcEETUHgT.jpg,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.The battle of Iwo Jima seen through the eyes of the Japanese soldiers.","['kenwatanabe', 'kazunarininomiya', 'tsuyoshiihara']",['clinteastwood'],"['worldwarii', 'cave', 'dyinganddeath', 'pacifictheat', 'japanesearmi', 'imperialjapan']",Action Adventure Drama War kenwatanabe kazunarininomiya tsuyoshiihara clinteastwood clinteastwood clinteastwood worldwarii cave dyinganddeath pacifictheat japanesearmi imperialjapan
720,Irreversible,2002,550,7,16.76382,"['Drama', 'Thriller', 'Crime', 'Mystery']",6.2258995221386435,Time destroys everything.,"Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect, and how time destroys everything.",979,/xxgJJmReMLg01aaEIGLUC8JIjmh.jpg,"Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect, and how time destroys everything.Time destroys everything.","['monicabellucci', 'vincentcassel', 'albertdupontel']",['gasparnoé'],"['pari', 'prostitut', 'rape', 'sex', 'nuditi', 'trauma', 'knife', 'assault', 'polic', 'love', 'reveng', 'unsimulatedsex', 'cruelti', 'brutal', 'violenc', 'drug', 'dark', 'evil', 'boyfriend', 'rapeandreveng', 'underpass', 'newfrenchextrem']",Drama Thriller Crime Mystery monicabellucci vincentcassel albertdupontel gasparnoé gasparnoé gasparnoé pari prostitut rape sex nuditi trauma knife assault polic love reveng unsimulatedsex cruelti brutal violenc drug dark evil boyfriend rapeandreveng underpass newfrenchextrem
721,Gifted,2017,549,7,16.025911,['Drama'],6.225112034368694,,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",400928,/9Ts7Vc4wLlpI9oox9mkVUE1tBHy.jpg,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.","['chrisevans', 'mckennagrace', 'lindsayduncan']",['marcwebb'],"['cat', 'intellectuallygift', 'childprodigi', 'mathemat', 'teacher', 'prize', 'childcustodi', 'giftedchildren', 'custodyhear', 'math']",Drama chrisevans mckennagrace lindsayduncan marcwebb marcwebb marcwebb cat intellectuallygift childprodigi mathemat teacher prize childcustodi giftedchildren custodyhear math
722,Raising Arizona,1987,548,7,14.011415,"['Comedy', 'Crime']",6.224322942753998,Their lawless years are behind them. Their child-rearing years lay ahead...,The Coen Brothers tell the story of a absurd yet likable family with an unproductive couple as the focal point. The couple has gotten themselves into some trouble while kidnapping a baby and give Hollywood one of the most memorable chase scenes to date.,378,/jsBg2bhvbSncyezo9sMntMzBuy6.jpg,The Coen Brothers tell the story of a absurd yet likable family with an unproductive couple as the focal point. The couple has gotten themselves into some trouble while kidnapping a baby and give Hollywood one of the most memorable chase scenes to date.Their lawless years are behind them. Their child-rearing years lay ahead...,"['nicolascage', 'hollyhunter', 'treywilson']",['joelcoen'],"['babi', 'supermarket', 'arizona', 'pregnancyandbirth']",Comedy Crime nicolascage hollyhunter treywilson joelcoen joelcoen joelcoen babi supermarket arizona pregnancyandbirth
723,Ruby Sparks,2012,546,7,7.692815,"['Comedy', 'Romance', 'Fantasy', 'Drama']",6.222739928351455,She's Out Of His Mind,"Calvin is a young novelist who achieved phenomenal success early in his career but is now struggling with his writing – as well as his romantic life. Finally, he makes a breakthrough and creates a character named Ruby who inspires him. When Calvin finds Ruby, in the flesh, sitting on his couch about a week later, he is completely flabbergasted that his words have turned into a living, breathing person.",103332,/1mgwXxdkV7sQRRCb4Qaq3HZl8Xe.jpg,"Calvin is a young novelist who achieved phenomenal success early in his career but is now struggling with his writing – as well as his romantic life. Finally, he makes a breakthrough and creates a character named Ruby who inspires him. When Calvin finds Ruby, in the flesh, sitting on his couch about a week later, he is completely flabbergasted that his words have turned into a living, breathing person.She's Out Of His Mind","['pauldano', 'zoekazan', 'chrismessina']",['jonathandayton'],"['dream', 'imaginaryfriend', 'therapi', 'novelist', 'womandirector']",Comedy Romance Fantasy Drama pauldano zoekazan chrismessina jonathandayton jonathandayton jonathandayton dream imaginaryfriend therapi novelist womandirector
724,I Am Sam,2001,542,7,12.935016,['Drama'],6.219554436254535,love is all you need,"Sam has the mental capacity of a 7-year-old. He has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations start to become a problem and the authorities take her away. Sam shames high-priced lawyer Rita into taking his case pro bono and in turn teaches her the value of love and family.",10950,/gr0jLIUd5Os0RAFH9U5iZMpQ5cw.jpg,"Sam has the mental capacity of a 7-year-old. He has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations start to become a problem and the authorities take her away. Sam shames high-priced lawyer Rita into taking his case pro bono and in turn teaches her the value of love and family.love is all you need","['seanpenn', 'michellepfeiffer', 'diannewiest']",['jessienelson'],"['fosterpar', 'probono', 'newbabi', 'socialservic', 'learn', 'coffeeshopmanag', 'pizzahut', ""children'sbook"", 'lockeddoor', 'mentallyhandicappedman', 'childcustodi', 'womandirector']",Drama seanpenn michellepfeiffer diannewiest jessienelson jessienelson jessienelson fosterpar probono newbabi socialservic learn coffeeshopmanag pizzahut children'sbook lockeddoor mentallyhandicappedman childcustodi womandirector
